罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,千葉西,稲毛駅前交番,121037,千葉県,千葉市稲毛区,稲毛３丁目,2021-03-21,20,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉西,稲毛駅前交番,121037,千葉県,千葉市稲毛区,稲毛３丁目,2021-04-18,07,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,千葉西,稲毛駅前交番,121037,千葉県,千葉市稲毛区,稲毛３丁目,2021-07-13,21,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠した
窃盗,自転車盗,千葉西,稲毛駅前交番,121037,千葉県,千葉市稲毛区,稲毛台町,2021-01-22,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,千葉西,稲毛駅前交番,121037,千葉県,千葉市稲毛区,稲毛台町,2021-09-21,06,一戸建住宅,その他,50歳代,その他,施錠した
窃盗,自転車盗,千葉西,稲毛駅前交番,121037,千葉県,千葉市稲毛区,稲毛町５丁目,2020-12-31,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,千葉西,稲毛駅前交番,121037,千葉県,千葉市稲毛区,稲毛町５丁目,2021-02-02,17,一戸建住宅,その他,50歳代,その他,施錠せず
窃盗,自転車盗,千葉西,稲毛駅前交番,121037,千葉県,千葉市稲毛区,稲毛町５丁目,2021-10-24,22,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,大学生,施錠した
窃盗,自転車盗,千葉西,稲毛駅前交番,121037,千葉県,千葉市稲毛区,稲毛東２丁目,2021-09-09,22,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,千葉西,稲毛駅前交番,121037,千葉県,千葉市稲毛区,稲毛東２丁目,2021-09-11,19,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,千葉西,稲毛駅前交番,121037,千葉県,千葉市稲毛区,稲毛東３丁目,2021-03-05,13,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,千葉西,稲毛駅前交番,121037,千葉県,千葉市稲毛区,稲毛東３丁目,2021-05-14,16,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,千葉西,稲毛駅前交番,121037,千葉県,千葉市稲毛区,稲毛東３丁目,2021-05-17,20,その他,その他,30歳代,その他,施錠せず
窃盗,自転車盗,千葉西,稲毛駅前交番,121037,千葉県,千葉市稲毛区,稲毛東３丁目,2021-05-23,20,道路上,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,千葉西,稲毛駅前交番,121037,千葉県,千葉市稲毛区,稲毛東３丁目,2021-05-30,08,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉西,稲毛駅前交番,121037,千葉県,千葉市稲毛区,稲毛東３丁目,2021-06-14,18,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉西,稲毛駅前交番,121037,千葉県,千葉市稲毛区,稲毛東３丁目,2021-07-01,18,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,千葉西,稲毛駅前交番,121037,千葉県,千葉市稲毛区,稲毛東３丁目,2021-07-05,20,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉西,稲毛駅前交番,121037,千葉県,千葉市稲毛区,稲毛東３丁目,2021-09-02,16,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,千葉西,稲毛駅前交番,121037,千葉県,千葉市稲毛区,稲毛東３丁目,2021-09-25,02,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,大学生,施錠した
窃盗,自転車盗,千葉西,稲毛駅前交番,121037,千葉県,千葉市稲毛区,稲毛東３丁目,2021-10-19,07,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,千葉西,稲毛駅前交番,121037,千葉県,千葉市稲毛区,稲毛東３丁目,2021-11-27,06,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,千葉西,稲毛駅前交番,121037,千葉県,千葉市稲毛区,稲毛東３丁目,不明,不明,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,千葉西,稲毛駅前交番,121037,千葉県,千葉市稲毛区,稲毛東４丁目,2021-01-02,17,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,千葉西,稲毛駅前交番,121037,千葉県,千葉市稲毛区,稲毛東４丁目,2021-02-25,08,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,千葉西,稲毛駅前交番,121037,千葉県,千葉市稲毛区,稲毛東４丁目,2021-05-28,05,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,千葉西,稲毛駅前交番,121037,千葉県,千葉市稲毛区,稲毛東４丁目,2021-06-09,07,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,千葉西,稲毛駅前交番,121037,千葉県,千葉市稲毛区,稲毛東４丁目,2021-08-01,04,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,千葉西,稲毛駅前交番,121037,千葉県,千葉市稲毛区,稲毛東６丁目,2021-01-16,23,一戸建住宅,その他,20歳代,その他,施錠せず
窃盗,自転車盗,千葉西,高洲駐在所,121061,千葉県,千葉市美浜区,高洲２丁目,2021-05-10,16,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,千葉西,高洲駐在所,121061,千葉県,千葉市美浜区,高洲３丁目,2021-04-24,20,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,千葉西,高洲駐在所,121061,千葉県,千葉市美浜区,高洲４丁目,2021-09-11,08,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,大和田新田,2021-01-06,07,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,大和田新田,2021-05-29,12,４階建て以上共同住宅,その他,65-69歳,その他,施錠した
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,大和田新田,2021-06-09,14,一戸建住宅,その他,30歳代,その他,施錠した
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,大和田新田,2021-08-14,07,その他の住宅（３階建て以下共同住宅等）,その他,30歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,萱田,2021-03-28,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,萱田,2021-07-07,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,萱田,2021-08-29,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,萱田,2021-11-08,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,萱田町,2021-02-12,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,萱田町,2021-04-25,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,ゆりのき台１丁目,2021-08-28,16,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,ゆりのき台１丁目,2021-10-08,16,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,ゆりのき台１丁目,2021-10-10,12,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,ゆりのき台１丁目,2021-11-20,22,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,ゆりのき台２丁目,2021-03-05,07,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,ゆりのき台３丁目,2021-03-30,11,その他,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,ゆりのき台３丁目,2021-04-17,19,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,ゆりのき台３丁目,2021-05-08,12,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,ゆりのき台３丁目,2021-06-28,08,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,ゆりのき台３丁目,2021-07-09,12,その他,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,ゆりのき台３丁目,2021-07-11,12,道路上,その他,10歳代,中学生,施錠した
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,ゆりのき台３丁目,2021-07-11,不明,駐車（輪）場,駐車（輪）場,10歳未満,小学生,施錠せず
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,ゆりのき台３丁目,2021-07-19,08,その他,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,ゆりのき台３丁目,2021-10-21,14,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,ゆりのき台３丁目,2021-12-24,18,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,ゆりのき台４丁目,2021-02-24,07,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,ゆりのき台４丁目,2021-06-03,19,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,ゆりのき台４丁目,2021-08-25,22,一戸建住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,ゆりのき台５丁目,不明,不明,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,ゆりのき台５丁目,不明,不明,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,ゆりのき台５丁目,不明,不明,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,ゆりのき台６丁目,2021-06-25,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代中央駅前交番,122211,千葉県,八千代市,ゆりのき台６丁目,2021-11-04,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代台東交番,122211,千葉県,八千代市,八千代台東１丁目,2021-04-21,16,一戸建住宅,駐車（輪）場,10歳未満,小学生,施錠せず
窃盗,自転車盗,八千代,八千代台東交番,122211,千葉県,八千代市,八千代台東１丁目,2021-04-30,14,その他,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,八千代,八千代台東交番,122211,千葉県,八千代市,八千代台東１丁目,2021-05-14,08,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,八千代,八千代台東交番,122211,千葉県,八千代市,八千代台東１丁目,2021-05-17,20,その他,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,八千代,八千代台東交番,122211,千葉県,八千代市,八千代台東１丁目,2021-06-29,12,一戸建住宅,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,八千代,八千代台東交番,122211,千葉県,八千代市,八千代台東１丁目,2021-10-16,10,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,八千代,八千代台東交番,122211,千葉県,八千代市,八千代台東２丁目,2021-07-18,13,その他,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,八千代,八千代台東交番,122211,千葉県,八千代市,八千代台東２丁目,2021-09-16,08,一戸建住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,八千代,八千代台東交番,122211,千葉県,八千代市,八千代台東４丁目,2021-04-30,07,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,八千代,八千代台東交番,122211,千葉県,八千代市,八千代台東６丁目,2021-04-20,07,一戸建住宅,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,八千代,八千代台東交番,122211,千葉県,八千代市,八千代台南１丁目,2021-05-29,06,その他,その他,20歳代,その他,施錠した
窃盗,自転車盗,八千代,八千代台東交番,122211,千葉県,八千代市,八千代台南１丁目,2021-06-21,09,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代台東交番,122211,千葉県,八千代市,八千代台南１丁目,2021-09-30,07,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,八千代,八千代台東交番,122211,千葉県,八千代市,八千代台南１丁目,2021-11-05,18,その他,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,八千代,八千代台東交番,122211,千葉県,八千代市,八千代台南２丁目,2021-03-21,07,一戸建住宅,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,八千代,八千代台東交番,122211,千葉県,八千代市,八千代台南２丁目,2021-04-22,08,一戸建住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代台東交番,122211,千葉県,八千代市,八千代台南２丁目,2021-08-17,19,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,八千代,八千代台駅前交番,122211,千葉県,八千代市,八千代台北１丁目,2021-04-15,06,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,八千代,八千代台駅前交番,122211,千葉県,八千代市,八千代台北１丁目,2021-06-06,11,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,八千代,八千代台駅前交番,122211,千葉県,八千代市,八千代台北１丁目,2021-08-04,08,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,八千代,八千代台駅前交番,122211,千葉県,八千代市,八千代台北１丁目,2021-10-27,08,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代台駅前交番,122211,千葉県,八千代市,八千代台北１丁目,2021-11-09,13,４階建て以上共同住宅,その他,20歳代,その他,施錠した
窃盗,自転車盗,八千代,八千代台駅前交番,122211,千葉県,八千代市,八千代台北１丁目,2021-11-14,17,４階建て以上共同住宅,その他,30歳代,その他,施錠した
窃盗,自転車盗,八千代,八千代台駅前交番,122211,千葉県,八千代市,八千代台北６丁目,2021-05-19,21,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代台駅前交番,122211,千葉県,八千代市,八千代台北６丁目,2021-12-20,12,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代台駅前交番,122211,千葉県,八千代市,八千代台北１０丁目,2021-11-17,20,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,八千代,八千代台駅前交番,122211,千葉県,八千代市,八千代台北１１丁目,2021-10-25,15,道路上,その他,10歳代,中学生,施錠した
窃盗,自転車盗,八千代,八千代台駅前交番,122211,千葉県,八千代市,八千代台北１３丁目,2021-04-19,20,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代台駅前交番,122211,千葉県,八千代市,八千代台北１３丁目,2021-04-21,06,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代台駅前交番,122211,千葉県,八千代市,八千代台北１５丁目,2021-07-14,21,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代台駅前交番,122211,千葉県,八千代市,八千代台北１６丁目,2021-03-01,08,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代台駅前交番,122211,千葉県,八千代市,八千代台北１６丁目,2021-07-10,18,一戸建住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,八千代,八千代台駅前交番,122211,千葉県,八千代市,八千代台北１７丁目,2021-04-28,13,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,八千代,八千代台駅前交番,122211,千葉県,八千代市,八千代台西１丁目,2021-01-05,07,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,八千代,八千代台駅前交番,122211,千葉県,八千代市,八千代台西１丁目,2021-02-11,17,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,八千代,八千代台駅前交番,122211,千葉県,八千代市,八千代台西１丁目,2021-05-29,22,その他,その他,40歳代,その他,施錠した
窃盗,自転車盗,八千代,八千代台駅前交番,122211,千葉県,八千代市,八千代台西４丁目,2021-07-29,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,八千代,八千代台駅前交番,122211,千葉県,八千代市,八千代台西８丁目,2021-09-26,20,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,八千代,八千代台駅前交番,122211,千葉県,八千代市,八千代台東１丁目,2021-11-24,20,４階建て以上共同住宅,その他,50歳代,その他,施錠した
窃盗,自転車盗,八千代,八千代台駅前交番,122211,千葉県,八千代市,八千代台南１丁目,2021-10-11,07,道路上,その他,10歳代,大学生,施錠した
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,大和田新田,2021-01-27,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,大和田新田,2021-02-11,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,大和田新田,2021-03-15,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,大和田新田,2021-04-01,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,大和田新田,2021-06-23,20,その他,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,大和田新田,2021-08-28,19,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,大和田新田,2021-11-16,15,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,大和田新田,2021-11-16,15,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,大和田新田,2021-12-03,14,その他,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,大和田新田,2021-12-04,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,吉橋,2021-06-05,07,その他,その他,20歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,吉橋,2021-07-20,08,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,吉橋,2021-09-20,10,一戸建住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘１丁目,2021-02-05,07,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘１丁目,2021-03-14,13,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘１丁目,2021-04-09,07,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘１丁目,2021-05-30,14,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘１丁目,2021-12-27,07,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘１丁目,2021-12-29,10,道路上,その他,10歳代,中学生,施錠した
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘１丁目,2021-12-29,19,その他,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘１丁目,不明,不明,道路上,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘２丁目,2020-12-30,14,その他,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘２丁目,2021-01-29,18,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘２丁目,2021-02-22,12,その他,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘２丁目,2021-03-16,16,その他,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘２丁目,2021-03-17,13,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘２丁目,2021-03-17,16,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘２丁目,2021-03-20,16,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘２丁目,2021-05-15,18,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘２丁目,2021-06-15,09,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘２丁目,2021-06-28,08,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘２丁目,2021-08-08,09,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘２丁目,2021-12-06,15,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘３丁目,2021-08-25,20,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘３丁目,2021-09-22,17,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘３丁目,2021-10-20,15,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘西１丁目,2021-04-14,08,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘西２丁目,2021-03-24,14,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘西２丁目,2021-03-24,16,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘西２丁目,2021-05-21,15,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘西２丁目,2021-06-15,13,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘西２丁目,2021-12-21,13,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘西３丁目,2021-05-28,19,一戸建住宅,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘西４丁目,2021-02-25,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘西７丁目,2021-04-03,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,八千代,八千代緑が丘駅前交番,122211,千葉県,八千代市,緑が丘西８丁目,2021-06-09,08,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,八千代,勝田台交番,122211,千葉県,八千代市,勝田台１丁目,2021-01-18,07,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,八千代,勝田台交番,122211,千葉県,八千代市,勝田台１丁目,2021-01-19,07,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,八千代,勝田台交番,122211,千葉県,八千代市,勝田台１丁目,2021-02-05,23,道路上,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,八千代,勝田台交番,122211,千葉県,八千代市,勝田台１丁目,2021-02-13,16,その他,その他,10歳代,高校生,施錠した
