,罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係,住所,lat,lon
6691,窃盗,自転車盗,千葉北,作草部交番,121037,千葉県,千葉市稲毛区,轟町５丁目,2022-11-12,21,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,大学生,施錠せず,千葉市稲毛区轟町５丁目,35.630314,140.111801
6692,窃盗,自転車盗,千葉北,作草部交番,121037,千葉県,千葉市稲毛区,緑町１丁目,2021-06-17,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した,千葉市稲毛区緑町１丁目,35.624943,140.099319
6693,窃盗,自転車盗,千葉北,作草部交番,121037,千葉県,千葉市稲毛区,緑町１丁目,2022-04-09,00,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず,千葉市稲毛区緑町１丁目,35.624943,140.099319
6694,窃盗,自転車盗,千葉北,作草部交番,121037,千葉県,千葉市稲毛区,緑町１丁目,2022-04-24,20,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず,千葉市稲毛区緑町１丁目,35.624943,140.099319
6695,窃盗,自転車盗,千葉北,作草部交番,121037,千葉県,千葉市稲毛区,緑町１丁目,2022-06-11,22,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠せず,千葉市稲毛区緑町１丁目,35.624943,140.099319
6696,窃盗,自転車盗,千葉北,作草部交番,121037,千葉県,千葉市稲毛区,緑町１丁目,2022-06-19,01,４階建て以上共同住宅,その他,20歳代,大学生,施錠した,千葉市稲毛区緑町１丁目,35.624943,140.099319
6697,窃盗,自転車盗,千葉北,作草部交番,121037,千葉県,千葉市稲毛区,緑町１丁目,2022-09-17,17,４階建て以上共同住宅,その他,50歳代,その他,施錠せず,千葉市稲毛区緑町１丁目,35.624943,140.099319
6698,窃盗,自転車盗,千葉北,作草部交番,121037,千葉県,千葉市稲毛区,緑町１丁目,2022-11-04,20,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,大学生,施錠した,千葉市稲毛区緑町１丁目,35.624943,140.099319
6699,窃盗,自転車盗,千葉北,作草部交番,121037,千葉県,千葉市稲毛区,緑町１丁目,2022-12-02,19,その他,駐車（輪）場,20歳代,大学生,施錠した,千葉市稲毛区緑町１丁目,35.624943,140.099319
6700,窃盗,自転車盗,千葉北,作草部交番,121037,千葉県,千葉市稲毛区,緑町２丁目,2022-06-17,16,４階建て以上共同住宅,その他,20歳代,大学生,施錠せず,千葉市稲毛区緑町２丁目,35.622807,140.096786
6701,窃盗,自転車盗,千葉北,作草部交番,121037,千葉県,千葉市稲毛区,緑町２丁目,2022-11-07,19,その他の住宅（３階建て以下共同住宅等）,その他,30歳代,その他,施錠せず,千葉市稲毛区緑町２丁目,35.622807,140.096786
6702,窃盗,自転車盗,千葉北,作草部交番,121037,千葉県,千葉市稲毛区,弥生町,2022-04-23,11,その他,駐車（輪）場,20歳代,大学生,施錠せず,千葉市稲毛区弥生町,35.627766,140.103348
6703,窃盗,自転車盗,千葉北,作草部交番,121037,千葉県,千葉市稲毛区,弥生町,2022-05-13,10,その他,駐車（輪）場,20歳代,大学生,施錠せず,千葉市稲毛区弥生町,35.627766,140.103348
6704,窃盗,自転車盗,千葉北,作草部交番,121037,千葉県,千葉市稲毛区,弥生町,2022-05-25,19,その他,駐車（輪）場,20歳代,大学生,施錠せず,千葉市稲毛区弥生町,35.627766,140.103348
6705,窃盗,自転車盗,千葉北,作草部交番,121037,千葉県,千葉市稲毛区,弥生町,2022-08-16,22,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,大学生,施錠せず,千葉市稲毛区弥生町,35.627766,140.103348
6706,窃盗,自転車盗,千葉北,作草部交番,121037,千葉県,千葉市稲毛区,弥生町,2022-10-03,12,その他,駐車（輪）場,20歳代,大学生,施錠せず,千葉市稲毛区弥生町,35.627766,140.103348
6707,窃盗,自転車盗,千葉北,作草部交番,121037,千葉県,千葉市稲毛区,弥生町,2022-11-05,07,その他,その他,10歳代,大学生,施錠せず,千葉市稲毛区弥生町,35.627766,140.103348
6708,窃盗,自転車盗,千葉北,作草部交番,121037,千葉県,千葉市稲毛区,弥生町,2022-12-05,09,その他,駐車（輪）場,20歳代,大学生,施錠せず,千葉市稲毛区弥生町,35.627766,140.103348
6709,窃盗,自転車盗,千葉北,作草部交番,121037,千葉県,千葉市稲毛区,作草部１丁目,2022-01-29,20,その他の住宅（３階建て以下共同住宅等）,その他,30歳代,その他,施錠した,千葉市稲毛区作草部１丁目,35.628254,140.11673
6710,窃盗,自転車盗,千葉北,作草部交番,121037,千葉県,千葉市稲毛区,作草部１丁目,2022-08-22,21,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず,千葉市稲毛区作草部１丁目,35.628254,140.11673
6711,窃盗,自転車盗,千葉北,作草部交番,121037,千葉県,千葉市稲毛区,作草部１丁目,2022-09-08,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず,千葉市稲毛区作草部１丁目,35.628254,140.11673
6712,窃盗,自転車盗,千葉北,作草部交番,121037,千葉県,千葉市稲毛区,作草部２丁目,2022-09-16,08,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず,千葉市稲毛区作草部２丁目,35.626553,140.11763
6713,窃盗,自転車盗,千葉北,作草部交番,121037,千葉県,千葉市稲毛区,作草部２丁目,2022-10-09,12,その他,駐車（輪）場,10歳代,高校生,施錠した,千葉市稲毛区作草部２丁目,35.626553,140.11763
6714,窃盗,自転車盗,千葉北,宮野木交番,121029,千葉県,千葉市花見川区,さつきが丘１丁目,2022-02-14,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠せず,千葉市花見川区さつきが丘１丁目,35.664711,140.097183
6715,窃盗,自転車盗,千葉北,宮野木交番,121029,千葉県,千葉市花見川区,さつきが丘１丁目,2022-09-10,16,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠した,千葉市花見川区さつきが丘１丁目,35.664711,140.097183
6716,窃盗,自転車盗,千葉北,宮野木交番,121029,千葉県,千葉市花見川区,さつきが丘２丁目,2022-07-19,21,４階建て以上共同住宅,その他,10歳代,その他,施錠した,千葉市花見川区さつきが丘２丁目,35.666534,140.092728
6717,窃盗,自転車盗,千葉北,宮野木交番,121029,千葉県,千葉市花見川区,朝日ケ丘１丁目,2022-07-06,08,その他,駐車（輪）場,40歳代,その他,施錠せず,千葉市花見川区朝日ケ丘１丁目,35.657352,140.091034
6718,窃盗,自転車盗,千葉北,宮野木交番,121037,千葉県,千葉市稲毛区,宮野木町,2022-08-20,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠した,千葉市稲毛区宮野木町,35.656162,140.10379
6719,窃盗,自転車盗,千葉北,山王交番,121029,千葉県,千葉市花見川区,横戸町,2022-05-07,18,一戸建住宅,駐車（輪）場,10歳代,小学生,施錠せず,千葉市花見川区横戸町,35.700176,140.118912
6720,窃盗,自転車盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,山王町,2022-01-15,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,小学生,施錠せず,千葉市稲毛区山王町,35.663876,140.140991
6721,窃盗,自転車盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,山王町,2022-02-27,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず,千葉市稲毛区山王町,35.663876,140.140991
6722,窃盗,自転車盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,山王町,2022-05-08,12,その他,駐車（輪）場,10歳代,高校生,施錠した,千葉市稲毛区山王町,35.663876,140.140991
6723,窃盗,自転車盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,山王町,2022-05-10,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠せず,千葉市稲毛区山王町,35.663876,140.140991
6724,窃盗,自転車盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,山王町,2022-05-14,16,その他,駐車（輪）場,10歳代,高校生,施錠せず,千葉市稲毛区山王町,35.663876,140.140991
6725,窃盗,自転車盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,山王町,2022-08-20,12,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず,千葉市稲毛区山王町,35.663876,140.140991
6726,窃盗,自転車盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,山王町,2022-09-09,23,道路上,その他,10歳代,高校生,施錠せず,千葉市稲毛区山王町,35.663876,140.140991
6727,窃盗,自転車盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,山王町,2022-09-24,15,４階建て以上共同住宅,駐車（輪）場,60-64歳,その他,施錠せず,千葉市稲毛区山王町,35.663876,140.140991
6728,窃盗,自転車盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,山王町,2022-11-19,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず,千葉市稲毛区山王町,35.663876,140.140991
6729,窃盗,自転車盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,山王町,2022-11-19,19,その他の住宅（３階建て以下共同住宅等）,その他,10歳代,中学生,施錠せず,千葉市稲毛区山王町,35.663876,140.140991
6730,窃盗,自転車盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,山王町,不明,不明,その他,駐車（輪）場,30歳代,その他,施錠せず,千葉市稲毛区山王町,35.663876,140.140991
6731,窃盗,自転車盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,長沼原町,2022-03-09,19,その他,駐車（輪）場,20歳代,その他,施錠せず,千葉市稲毛区長沼原町,35.668514,140.130188
6732,窃盗,自転車盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,長沼原町,2022-03-19,08,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,50歳代,その他,施錠した,千葉市稲毛区長沼原町,35.668514,140.130188
6733,窃盗,自転車盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,長沼原町,2022-03-29,19,その他,駐車（輪）場,10歳代,高校生,施錠せず,千葉市稲毛区長沼原町,35.668514,140.130188
6734,窃盗,自転車盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,長沼原町,2022-05-10,09,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した,千葉市稲毛区長沼原町,35.668514,140.130188
6735,窃盗,自転車盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,長沼原町,2022-06-25,18,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず,千葉市稲毛区長沼原町,35.668514,140.130188
6736,窃盗,自転車盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,長沼原町,2022-06-30,15,その他,駐車（輪）場,10歳代,大学生,施錠せず,千葉市稲毛区長沼原町,35.668514,140.130188
6737,窃盗,自転車盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,長沼原町,2022-08-14,16,その他,駐車（輪）場,70歳以上,その他,施錠せず,千葉市稲毛区長沼原町,35.668514,140.130188
6738,窃盗,自転車盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,長沼原町,2022-09-09,21,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず,千葉市稲毛区長沼原町,35.668514,140.130188
6739,窃盗,自転車盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,六方町,2022-06-28,09,その他,駐車（輪）場,20歳代,その他,施錠せず,千葉市稲毛区六方町,35.656986,140.139465
6740,窃盗,自転車盗,千葉北,山王交番,121037,千葉県,千葉市稲毛区,六方町,2022-08-19,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず,千葉市稲毛区六方町,35.656986,140.139465
6741,窃盗,自転車盗,千葉北,柏台交番,121029,千葉県,千葉市花見川区,こてはし台２丁目,2022-04-17,11,道路上,その他,10歳代,高校生,施錠せず,千葉市花見川区こてはし台２丁目,35.687195,140.12706
6742,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,あやめ台,2022-03-04,21,その他,駐車（輪）場,30歳代,その他,施錠せず,千葉市稲毛区あやめ台,35.649048,140.113388
6743,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,あやめ台,2022-06-06,01,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した,千葉市稲毛区あやめ台,35.649048,140.113388
6744,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,あやめ台,2022-07-11,18,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した,千葉市稲毛区あやめ台,35.649048,140.113388
6745,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,あやめ台,2022-07-20,14,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず,千葉市稲毛区あやめ台,35.649048,140.113388
6746,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,あやめ台,2022-07-22,18,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した,千葉市稲毛区あやめ台,35.649048,140.113388
6747,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,あやめ台,2022-07-22,19,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した,千葉市稲毛区あやめ台,35.649048,140.113388
6748,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,あやめ台,2022-07-22,20,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した,千葉市稲毛区あやめ台,35.649048,140.113388
6749,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,あやめ台,2022-08-29,13,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず,千葉市稲毛区あやめ台,35.649048,140.113388
6750,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,柏台,2022-06-08,17,道路上,その他,10歳代,小学生,施錠せず,千葉市稲毛区柏台,35.651718,140.109711
6751,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,柏台,2022-12-15,17,４階建て以上共同住宅,駐車（輪）場,10歳未満,小学生,施錠せず,千葉市稲毛区柏台,35.651718,140.109711
6752,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,園生町,2022-02-04,19,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠せず,千葉市稲毛区園生町,35.644428,140.107849
6753,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,園生町,2022-03-19,16,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず,千葉市稲毛区園生町,35.644428,140.107849
6754,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,園生町,2022-11-05,10,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず,千葉市稲毛区園生町,35.644428,140.107849
6755,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,天台６丁目,2022-06-09,08,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず,千葉市稲毛区天台６丁目,35.641106,140.116058
6756,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,轟町３丁目,2022-03-27,20,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した,千葉市稲毛区轟町３丁目,35.62973,140.109146
6757,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,長沼町,2022-01-19,07,駐車（輪）場,駐車（輪）場,70歳以上,その他,施錠せず,千葉市稲毛区長沼町,35.659927,140.118866
6758,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,長沼町,2022-03-06,08,その他,駐車（輪）場,20歳代,大学生,施錠せず,千葉市稲毛区長沼町,35.659927,140.118866
6759,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,長沼町,2022-03-26,12,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠した,千葉市稲毛区長沼町,35.659927,140.118866
6760,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,長沼町,2022-05-04,10,その他,駐車（輪）場,30歳代,その他,施錠せず,千葉市稲毛区長沼町,35.659927,140.118866
6761,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,長沼町,2022-05-26,13,その他,その他,10歳代,高校生,施錠せず,千葉市稲毛区長沼町,35.659927,140.118866
6762,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,長沼町,2022-05-30,15,その他,駐車（輪）場,10歳代,中学生,施錠した,千葉市稲毛区長沼町,35.659927,140.118866
6763,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,長沼町,2022-05-31,19,その他,駐車（輪）場,10歳代,中学生,施錠せず,千葉市稲毛区長沼町,35.659927,140.118866
6764,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,長沼町,2022-06-05,19,その他,駐車（輪）場,10歳代,その他,施錠せず,千葉市稲毛区長沼町,35.659927,140.118866
6765,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,長沼町,2022-07-12,15,その他,駐車（輪）場,10歳代,小学生,施錠せず,千葉市稲毛区長沼町,35.659927,140.118866
6766,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,長沼町,2022-07-26,16,その他,その他,10歳代,中学生,施錠せず,千葉市稲毛区長沼町,35.659927,140.118866
6767,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,長沼町,2022-08-15,16,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず,千葉市稲毛区長沼町,35.659927,140.118866
6768,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,長沼町,2022-09-02,17,その他,駐車（輪）場,10歳代,高校生,施錠せず,千葉市稲毛区長沼町,35.659927,140.118866
6769,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,長沼町,2022-09-09,21,その他,その他,10歳代,高校生,施錠した,千葉市稲毛区長沼町,35.659927,140.118866
6770,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,長沼町,2022-10-17,19,その他,駐車（輪）場,10歳代,その他,施錠した,千葉市稲毛区長沼町,35.659927,140.118866
6771,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,長沼町,2022-10-24,16,その他,駐車（輪）場,10歳代,高校生,施錠せず,千葉市稲毛区長沼町,35.659927,140.118866
6772,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,長沼町,2022-11-01,08,その他,駐車（輪）場,50歳代,その他,施錠した,千葉市稲毛区長沼町,35.659927,140.118866
6773,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,長沼町,2022-11-12,18,その他,駐車（輪）場,10歳代,高校生,施錠した,千葉市稲毛区長沼町,35.659927,140.118866
6774,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,長沼町,2022-11-15,13,その他,駐車（輪）場,10歳代,中学生,施錠せず,千葉市稲毛区長沼町,35.659927,140.118866
6775,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,長沼町,2022-12-01,18,その他,駐車（輪）場,40歳代,その他,施錠した,千葉市稲毛区長沼町,35.659927,140.118866
6776,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,長沼町,2022-12-25,16,その他,駐車（輪）場,50歳代,その他,施錠した,千葉市稲毛区長沼町,35.659927,140.118866
6777,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,宮野木町,2022-04-13,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず,千葉市稲毛区宮野木町,35.656162,140.10379
6778,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,宮野木町,2022-08-02,17,一戸建住宅,その他,10歳代,高校生,施錠せず,千葉市稲毛区宮野木町,35.656162,140.10379
6779,窃盗,自転車盗,千葉北,柏台交番,121037,千葉県,千葉市稲毛区,宮野木町,2022-11-12,16,その他,駐車（輪）場,10歳代,高校生,施錠した,千葉市稲毛区宮野木町,35.656162,140.10379
6780,窃盗,自転車盗,千葉北,畑交番,121029,千葉県,千葉市花見川区,畑町,2022-04-09,11,道路上,その他,40歳代,その他,施錠せず,千葉市花見川区畑町,35.665989,140.081177
6781,窃盗,自転車盗,千葉北,畑交番,121029,千葉県,千葉市花見川区,畑町,2022-04-11,16,その他,駐車（輪）場,50歳代,その他,施錠せず,千葉市花見川区畑町,35.665989,140.081177
6782,窃盗,自転車盗,千葉北,畑交番,121029,千葉県,千葉市花見川区,畑町,2022-09-23,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠した,千葉市花見川区畑町,35.665989,140.081177
6783,窃盗,自転車盗,千葉北,畑交番,121029,千葉県,千葉市花見川区,瑞穂２丁目,2022-03-13,17,その他,駐車（輪）場,70歳以上,その他,施錠した,千葉市花見川区瑞穂２丁目,35.662708,140.071228
6784,窃盗,自転車盗,千葉北,畑交番,121029,千葉県,千葉市花見川区,瑞穂３丁目,2022-11-06,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠せず,千葉市花見川区瑞穂３丁目,35.661312,140.069046
6785,窃盗,自転車盗,千葉北,畑交番,121029,千葉県,千葉市花見川区,朝日ケ丘１丁目,2022-11-01,17,一戸建住宅,駐車（輪）場,70歳以上,その他,施錠した,千葉市花見川区朝日ケ丘１丁目,35.657352,140.091034
6786,窃盗,自転車盗,千葉北,畑交番,121029,千葉県,千葉市花見川区,朝日ケ丘１丁目,2022-11-12,20,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠した,千葉市花見川区朝日ケ丘１丁目,35.657352,140.091034
6787,窃盗,自転車盗,千葉北,畑交番,121029,千葉県,千葉市花見川区,朝日ケ丘２丁目,2022-04-25,07,一戸建住宅,その他,10歳代,小学生,施錠せず,千葉市花見川区朝日ケ丘２丁目,35.658001,140.085983
6788,窃盗,自転車盗,千葉北,畑交番,121029,千葉県,千葉市花見川区,朝日ケ丘３丁目,2022-04-21,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,50歳代,その他,施錠せず,千葉市花見川区朝日ケ丘３丁目,35.654953,140.084534
6789,窃盗,自転車盗,千葉北,穴川交番,121037,千葉県,千葉市稲毛区,穴川１丁目,2022-08-10,16,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠せず,千葉市稲毛区穴川１丁目,35.632656,140.105347
6790,窃盗,自転車盗,千葉北,穴川交番,121037,千葉県,千葉市稲毛区,穴川３丁目,2022-09-07,08,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず,千葉市稲毛区穴川３丁目,35.635941,140.110367
6791,窃盗,自転車盗,千葉北,穴川交番,121037,千葉県,千葉市稲毛区,穴川３丁目,2022-10-01,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,50歳代,その他,施錠せず,千葉市稲毛区穴川３丁目,35.635941,140.110367
6792,窃盗,自転車盗,千葉北,穴川交番,121037,千葉県,千葉市稲毛区,穴川４丁目,2022-02-21,23,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,大学生,施錠せず,千葉市稲毛区穴川４丁目,35.635963,140.103165
6793,窃盗,自転車盗,千葉北,穴川交番,121037,千葉県,千葉市稲毛区,穴川町,2022-06-20,07,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず,千葉市稲毛区穴川町,35.638496,140.108429
6794,窃盗,自転車盗,千葉北,穴川交番,121037,千葉県,千葉市稲毛区,穴川町,2022-09-29,07,その他,駐車（輪）場,10歳代,高校生,施錠せず,千葉市稲毛区穴川町,35.638496,140.108429
6795,窃盗,自転車盗,千葉北,穴川交番,121037,千葉県,千葉市稲毛区,園生町,2021-12-28,18,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず,千葉市稲毛区園生町,35.644428,140.107849
6796,窃盗,自転車盗,千葉北,穴川交番,121037,千葉県,千葉市稲毛区,園生町,2022-04-15,15,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず,千葉市稲毛区園生町,35.644428,140.107849
6797,窃盗,自転車盗,千葉北,穴川交番,121037,千葉県,千葉市稲毛区,園生町,2022-08-23,18,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠した,千葉市稲毛区園生町,35.644428,140.107849
6798,窃盗,自転車盗,千葉北,穴川交番,121037,千葉県,千葉市稲毛区,園生町,2022-08-24,23,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した,千葉市稲毛区園生町,35.644428,140.107849
6799,窃盗,自転車盗,千葉北,穴川交番,121037,千葉県,千葉市稲毛区,園生町,2022-08-30,19,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した,千葉市稲毛区園生町,35.644428,140.107849
6800,窃盗,自転車盗,千葉北,穴川交番,121037,千葉県,千葉市稲毛区,園生町,2022-09-04,07,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず,千葉市稲毛区園生町,35.644428,140.107849
6801,窃盗,自転車盗,千葉北,穴川交番,121037,千葉県,千葉市稲毛区,園生町,2022-10-31,12,その他の住宅（３階建て以下共同住宅等）,その他,40歳代,その他,施錠せず,千葉市稲毛区園生町,35.644428,140.107849
6802,窃盗,自転車盗,千葉北,穴川交番,121037,千葉県,千葉市稲毛区,園生町,2022-11-03,20,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,大学生,施錠せず,千葉市稲毛区園生町,35.644428,140.107849
6803,窃盗,自転車盗,千葉北,穴川交番,121037,千葉県,千葉市稲毛区,園生町,不明,不明,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず,千葉市稲毛区園生町,35.644428,140.107849
6804,窃盗,自転車盗,千葉北,穴川交番,121037,千葉県,千葉市稲毛区,天台２丁目,2022-02-28,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠せず,千葉市稲毛区天台２丁目,35.635071,140.113571
6805,窃盗,自転車盗,千葉北,穴川交番,121037,千葉県,千葉市稲毛区,天台４丁目,2022-08-22,00,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,大学生,施錠せず,千葉市稲毛区天台４丁目,35.636654,140.115036
6806,窃盗,自転車盗,千葉北,穴川交番,121037,千葉県,千葉市稲毛区,天台５丁目,2022-10-02,18,その他,その他,50歳代,その他,施錠せず,千葉市稲毛区天台５丁目,35.639088,140.114624
6807,窃盗,自転車盗,千葉北,穴川交番,121037,千葉県,千葉市稲毛区,天台５丁目,2022-10-11,17,その他,駐車（輪）場,40歳代,その他,施錠せず,千葉市稲毛区天台５丁目,35.639088,140.114624
6808,窃盗,自転車盗,千葉北,穴川交番,121037,千葉県,千葉市稲毛区,天台５丁目,2022-12-17,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず,千葉市稲毛区天台５丁目,35.639088,140.114624
6809,窃盗,自転車盗,千葉北,穴川交番,121037,千葉県,千葉市稲毛区,天台６丁目,2022-04-28,07,その他,駐車（輪）場,10歳代,高校生,施錠せず,千葉市稲毛区天台６丁目,35.641106,140.116058
6810,窃盗,自転車盗,千葉北,穴川交番,121037,千葉県,千葉市稲毛区,天台６丁目,2022-08-21,06,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず,千葉市稲毛区天台６丁目,35.641106,140.116058
